Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
Albert	5876-0	Albert4-prochain_president_EtatsUnis	5876-0_2285-2535	Il suggère également de construire un grand mur à la frontière avec le Mexique pour empêcher les Mexicains d’entrer aux États-Unis. À plusieurs reprises, il a tenu des propos racistes en les accusant d’être des criminels et des trafiquants de drogue.	doltean_1619538045919_5876-0	doltean	être des criminels et des trafiquants de drogue	Proposition	crimininels; trafiquants	Suggeree	Base	Aucun	Colere	Aucune	crimininel ; trafiquant	être un criminel et de trafiquant de drogu
Albert	5876-0	Albert4-prochain_president_EtatsUnis	5876-0_4565-4685	Donald Trump est apparu agressif et tendu, tandis qu’Hillary Clinton a gardé son calme et s’est montrée mieux préparée. 	doltean_1619018160220_5876-0	doltean	tendu	SAdj	tendu	Suggeree	Base	Aucun	Colere	Aucune	tendre	tendre
Albert	5876-0	Albert4-prochain_president_EtatsUnis	5876-0_4565-4685	Donald Trump est apparu agressif et tendu, tandis qu’Hillary Clinton a gardé son calme et s’est montrée mieux préparée. 	doltean_1614960574310_5876-0	doltean	agressif	SAdj	agressif	Designee	Base	Aucun	Colere	Aucune	agressif	agressif
Albert	844-98630136	Albert4-Russie	844-98630136_7-167	Le président Russe, Vladimir Poutine, soutient Donald Trump mais sans le nommer explicitement, d’autant plus qu’il ne s’entend pas du tout avec Hillary Clinton.	doltean_1616411116353_844-98630136	doltean	ne s’entend pas du tout	Proposition	ne s'entend pas du tout	Suggeree	Base	Aucun	Colere	Aucune	ne se entendre pas de tout	ne s’ entendre pas de tout
Albert	844-98630136	Albert4-Russie	844-98630136_460-676	Selon lui, Barack Obama, l’actuel président américain et Hillary Clinton, sa principale rivale à la présidentielle, « insultent sans cesse » Vladimir Poutine, ce qui conduit à de fortes tensions entre les deux pays. 	doltean_1615303672148_844-98630136	doltean	de fortes tensions	SN	tensions	Suggeree	Base	Aucun	Colere	Aucune	tension	de fort tension
Albert	844-98630136	Albert4-Russie	844-98630136_460-676	Selon lui, Barack Obama, l’actuel président américain et Hillary Clinton, sa principale rivale à la présidentielle, « insultent sans cesse » Vladimir Poutine, ce qui conduit à de fortes tensions entre les deux pays. 	doltean_1616412512981_844-98630136	doltean	insultent	Proposition	insultent	Comportementale	Base	Aucun	Colere	Aucune	insulter	insulter
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_43-245	Depuis quelques semaines, les deux candidats rivaux à la présidentielle américaine, Donald Trump et Hillary Clinton, ne cessent de s’attaquer personnellement plutôt que sur leurs programmes respectifs. 	doltean_1619018588053_2950-16788321	doltean	s’attaquer	Proposition	s'attaquer	Comportementale	Base	Aucun	Colere	Aucune	se attaquer	s’ attaquer
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_328-751	Presque chaque jour, la presse américaine relaie une « petite phrase » ou un fait concernant l’un des principaux candidats à l’élection présidentielle américaine, Donald Trump ou Hillary Clinton. À tel point que les médias finissent par dénoncer une campagne basée seulement sur des attaques incessantes, en particulier lors des trois débats télévisés qui ont opposé les candidats les 26 septembre, 9 octobre et 19 octobre.	doltean_1619018676392_2950-16788321	doltean	des attaques incessantes	SN	attaques	Comportementale	Base	Aucun	Colere	Aucune	attaque	un attaque incessant
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_995-1080	De son côté, Donald Trump accuse lui aussi sa rivale démocrate de cacher des choses. 	doltean_1615304656811_2950-16788321	doltean	accuse sa rivale démocrate de cacher des choses	Proposition	accuse	Comportementale	Base	Aucun	Colere	Aucune	accuser	accuser son rival démocrate de cacher un chose
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_995-1080	De son côté, Donald Trump accuse lui aussi sa rivale démocrate de cacher des choses. 	doltean_1619020618019_2950-16788321	doltean	cacher des choses	Proposition	cacher	Suggeree	Base	Aucun	Colere	Aucune	cacher	cacher un chose
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_1080-1139	Il lui reproche notamment d’avoir effacé volontairement 33.	doltean_1615304791955_2950-16788321	doltean	reproche d’avoir effacé volontairement 33.000 e-mails confidentiels de sa boîte personnelle	Proposition	reproche	Comportementale	Base	Aucun	Colere	Aucune	reproche	reproche d’ avoir effacer volontairement 33.000 e-mail confidentiel de son boîte personnel
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_1080-1139	Il lui reproche notamment d’avoir effacé volontairement 33.	doltean_1619538317420_2950-16788321	doltean	avoir effacé volontairement 33.000 e-mails confidentiels de sa boîte personnelle	Proposition	effacé	Suggeree	Base	Aucun	Colere	Aucune	effacer	avoir effacer volontairement 33.000 e-mail confidentiel de son boîte personnel
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_1348-1437	Donald Trump reproche également à Hillary Clinton de vouloir cacher des ennuis de santé. 	doltean_1615304944795_2950-16788321	doltean	reproche à Hillary Clinton de vouloir cacher des ennuis de santé	Proposition	reproche	Comportementale	Base	Aucun	Colere	Aucune	reproche	reproch à Hillary Clinton de vouloir cacher un ennui de santé
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_1348-1437	Donald Trump reproche également à Hillary Clinton de vouloir cacher des ennuis de santé. 	doltean_1619538449345_2950-16788321	doltean	vouloir cacher des ennuis de santé	Proposition	cacher	Suggeree	Base	Aucun	Colere	Aucune	cacher	vouloir cacher un ennui de santé
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2050-2146	Peu après, une dizaine de femmes se sont mises à accuser le milliardaire de les avoir agressées.	doltean_1615557633284_2950-16788321	doltean	accuser le milliardaire de les avoir agressées	Proposition	accuser	Comportementale	Base	Aucun	Colere	Aucune	accuser	accuser le milliardaire de le avoir agresser
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2050-2146	Peu après, une dizaine de femmes se sont mises à accuser le milliardaire de les avoir agressées.	doltean_1619538508075_2950-16788321	doltean	les avoir agressées	Proposition	agressées	Suggeree	Base	Aucun	Colere	Aucune	agresser	le avoir agresser
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2147-2284	Donald Trump dément catégoriquement et accuse même Hillary Clinton d’avoir payé ces femmes pour l’accuser et déstabiliser sa candidature.	doltean_1619538575532_2950-16788321	doltean	avoir payé ces femmes pour l’accuser et déstabiliser sa candidature	Proposition	accuser; déstabiliser	Suggeree	Base	Aucun	Colere	Aucune	accuser ; déstabiliser	avoir payer ce femme pour l’ accuser et déstabiliser son candidature
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2147-2284	Donald Trump dément catégoriquement et accuse même Hillary Clinton d’avoir payé ces femmes pour l’accuser et déstabiliser sa candidature.	doltean_1615305128577_2950-16788321	doltean	accuse Hillary Clinton d’avoir payé ces femmes pour l’accuser et déstabiliser sa candidature	Proposition	accuse	Comportementale	Base	Aucun	Colere	Aucune	accuser	accus Hillary Clinton d’ avoir payer ce femme pour l’ accuser et déstabiliser son candidature
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2147-2284	Donald Trump dément catégoriquement et accuse même Hillary Clinton d’avoir payé ces femmes pour l’accuser et déstabiliser sa candidature.	doltean_1615305057882_2950-16788321	doltean	dément catégoriquement	Proposition	dément	Comportementale	Base	Aucun	Colere	Aucune	dément	dément catégoriquement
Albert	2950-16788321	Albert4-Trump_Clinton_coup	2950-16788321_2285-2448	Il s’en prend également à sa rivale à travers son mari, l’ex-président Bill Clinton, en prétendant que Bill Clinton lui aussi aurait harcelé et agressé des femmes.	doltean_1615557871136_2950-16788321	doltean	s’en prend à sa rivale	Proposition	s'en prend	Comportementale	Base	Aucun	Colere	Aucune	se en prendre	s’ en prendre à son rival
Albert	383-95770422	Albert40-A3_chat_alors	383-95770422_14-189	Pour réaliser le clip de son dernier titre « Tout est pop », le chanteur Alain Chamfort a fait preuve d’une idée plutôt originale : il a fait appel... à des chats de la SPA ! 	doltean_1616779287019_383-95770422	doltean	une idée plutôt originale	SN	originale	Suggeree	Base	Aucun	Surprise	Aucune	original	un idée plutôt original
Albert	5192-0	Albert40-A3_ecole_qui_a_eu_idee	5192-0_4043-4200	Dans les pays en guerre, certains parents préfèrent garder leurs enfants en sécurité à la maison et les écoles sont parfois détruites par des bombardements. 	doltean_1620307519664_5192-0	doltean	les écoles sont parfois détruites par des bombardements	Proposition	détruites; bombardement	Suggeree	Base	Aucun	Peur	Aucune	détruite ; bombardement	le école être parfois détruire par un bombardement
Albert	5192-0	Albert40-A3_ecole_qui_a_eu_idee	5192-0_4043-4200	Dans les pays en guerre, certains parents préfèrent garder leurs enfants en sécurité à la maison et les écoles sont parfois détruites par des bombardements. 	doltean_1616779670463_5192-0	doltean	préfèrent garder leurs enfants en sécurité à la maison	Proposition	préfèrent garder leurs enfants en sécurité à la maison	Suggeree	Base	Aucun	Peur	Aucune	préférer garder leur enfant en sécurité à le maison	préférer garder leur enfant en sécurité à le maison
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_9-182	Après plusieurs dizaines d’années de conflit, l’Érythrée et l’Éthiopie, deux pays voisins de la corne de l’Afrique, ont annoncé le 8 juillet le début de leur réconciliation.	doltean_1616779874211_856-84931506	doltean	conflit	SN	conflit	Suggeree	Base	Aucun	Colere	Aucune	conflit	conflit
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_300-378	Depuis cette date, les relations étaient très tendues entre les deux voisins. 	doltean_1616779834098_856-84931506	doltean	les relations étaient très tendues	Proposition	relations  tendues	Comportementale	Base	Aucun	Colere	Aucune	relation   tendue	le relation être très tendre
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_432-610	Mais depuis l’annonce du 8 juillet, pour la première fois depuis 20 ans, des avions ont décollé afin de relier les deux capitales, Addis-Abeba en Éthiopie et Asmara en Érythrée. 	doltean_1617017794044_856-84931506	doltean	pour la première fois depuis 20 ans	SPrep	pour la première fois	Montree	Base	Complexe	Joie	Admiration	pour le premier fois	pour le premier fois depuis 20 an
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_610-689	Du champagne a été servi aux passagers pour célébrer cet événement historique. 	doltean_1617017699759_856-84931506	doltean	cet événement historique	SN	évènement historique	Suggeree	Base	Aucun	Joie	Aucune	évènement historique	ce événement historique
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_610-689	Du champagne a été servi aux passagers pour célébrer cet événement historique. 	doltean_1616780007163_856-84931506	doltean	Du champagne a été servi	Proposition	champagne a été servi	Suggeree	Base	Aucun	Joie	Aucune	champagne avoir être servir	de champagne avoir être servir
Albert	856-84931506	Albert40-A3_Erynthree	856-84931506_610-689	Du champagne a été servi aux passagers pour célébrer cet événement historique. 	doltean_1617017695677_856-84931506	doltean	célébrer cet événement historique	Proposition	célébrer	Comportementale	Base	Aucun	Joie	Aucune	célébrer	célébrer ce événement historique
Albert	844-32116788	Albert40-A3_Groenland	844-32116788_10-172	Les habitants du village d’Innarsuit, au Groënland, ont eu très peur au mois de juillet, à cause d’un immense iceberg à la dérive qui menaçait leurs habitations. 	doltean_1616780544827_844-32116788	doltean	menaçait leurs habitations	Proposition	menaçait	Designee	Base	Aucun	Peur	Aucune	menacer	menacer leur habitation
Albert	844-32116788	Albert40-A3_Groenland	844-32116788_10-172	Les habitants du village d’Innarsuit, au Groënland, ont eu très peur au mois de juillet, à cause d’un immense iceberg à la dérive qui menaçait leurs habitations. 	doltean_1616780416517_844-32116788	doltean	peur	SN	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur
Albert	844-32116788	Albert40-A3_Groenland	844-32116788_172-367	Cet iceberg de 100 mètres de haut, qui s’est détaché d’un glacier quelques semaines auparavant, est passé tout près des côtes du village, obligeant certains des habitants à évacuer leurs maisons.	doltean_1616780592143_844-32116788	doltean	évacuer leurs maisons	Proposition	évacuer leurs maisons	Comportementale	Base	Aucun	Peur	Aucune	évacuer leur maison	évacuer leur maison
Albert	844-32116788	Albert40-A3_Groenland	844-32116788_369-578	En effet, les autorités craignaient que la glace, déjà fissurée, ne se rompe et provoque un tsunami (un raz-de-marée) sur le village et en particulier sur la centrale électrique et les réservoirs de carburant.	doltean_1616780692679_844-32116788	doltean	craignaient que la glace, déjà fissurée, ne se rompe et provoque un tsunami (un raz-de-marée) sur le village et en particulier sur la centrale électrique et les réservoirs de carburant	Proposition	craignaient	Designee	Base	Aucun	Peur	Aucune	craindre	craindre que le glace , déjà fissurer , ne se rompre et provoquer un tsunami ( un raz-de-marée ) sur le village et en particulier sur le centrale électrique et le réservoir de carburant
Albert	844-32116788	Albert40-A3_Groenland	844-32116788_369-578	En effet, les autorités craignaient que la glace, déjà fissurée, ne se rompe et provoque un tsunami (un raz-de-marée) sur le village et en particulier sur la centrale électrique et les réservoirs de carburant.	doltean_1616780741817_844-32116788	doltean	la glace, déjà fissurée, ne se rompe et provoque un tsunami (un raz-de-marée) sur le village et en particulier sur la centrale électrique et les réservoirs de carburant	Proposition	se rompe; tsunami	Suggeree	Base	Aucun	Peur	Aucune	se rompre ; tsunami	le glace , déjà fissurer , ne se rompre et provoquer un tsunami ( un raz-de-marée ) sur le village et en particulier sur le centrale électrique et le réservoir de carburant
Albert	2215-69863013	Albert40-A3_Nasa_celebre_60_ans	2215-69863013_177-350	À la fin des années 1940, les États-Unis et la Russie sont les deux grandes puissances du monde, grâce à leur victoire sur les Allemands lors de la Seconde Guerre mondiale. 	doltean_1620307962287_2215-69863013	doltean	leur victoire	SN	victoire	Suggeree	Base	Aucun	Joie	Aucune	victoire	son victoire
Albert	2215-69863013	Albert40-A3_Nasa_celebre_60_ans	2215-69863013_790-862	Pour les États-Unis, cette réussite technique est un véritable affront. 	doltean_1616781154239_2215-69863013	doltean	un véritable affront	SN	affront	Designee	Complexe	Aucun	Embarras	Aucune	affront	un véritable affront
Albert	422-62853714	Albert40-A3_petit_rat_opera	422-62853714_22-171	À Adélaïde, en Australie, une troupe de danseurs a été plongée dans le noir en plein milieu de sa représentation du ballet La Belle au bois dormant. 	doltean_1620309274457_422-62853714	doltean	a été plongée dans le noir en plein milieu de sa représentation du ballet La Belle au bois dormant	Proposition	plongée dans le noir	Suggeree	Base	Aucun	Surprise	Aucune	plonger dans le noir	avoir être plonger dans le noir en plein milieu de son représentation de ballet le belle au bois dormir
Albert	885-97080291	Albert40-A3_Thailande	885-97080291_10-159	En Thaïlande, un pays d’Asie du Sud-Est, 12 enfants et leur entraîneur de football sont restés coincés dans une grotte pendant plus de deux semaines.	doltean_1616781405559_885-97080291	doltean	sont restés coincés dans une grotte	Proposition	sont restés coincés dans une grotte	Suggeree	Base	Aucun	Peur	Aucune	être rester coincer dans un grotte	être rester coincer dans un grotte
Albert	2881-0	Albert40-A3_tyrannosaure_Trix_Paris	2881-0_2296-2488	Les T-rex étaient impressionnants par leur taille (entre 12 et 14 mètres de long pour environ 4 mètres de haut) et possédaient des mâchoires acérées, avec des dents de la taille d’une banane. 	doltean_1620309512340_2881-0	doltean	impressionnants	SAdj	impressionants	Designee	Complexe	Aucun	Admiration	Aucune	impressionant	impressionnant
Albert	366-68503149	Albert40-A3_ville_rebaptisee	366-68503149_18-149	Dans l’Aveyron, certains farceurs ont profité de la victoire de l’équipe de France lors de la Coupe du monde pour s’amuser un peu. 	doltean_1620309654082_366-68503149	doltean	s’amuser	Proposition	s'amuser	Comportementale	Base	Aucun	Joie	Aucune	se amuser	s’ amuser
Albert	366-68503149	Albert40-A3_ville_rebaptisee	366-68503149_149-343	C’est ainsi que les habitants d’Onet-le-Château ont eu la surprise de voir les panneaux d’entrée de leur ville modifiés avec des gommettes, afin de rebaptiser la ville … « Onet-les-champions » !	doltean_1616781776899_366-68503149	doltean	la surprise	SN	la surprise	Designee	Base	Aucun	Surprise	Aucune	le surprise	le surprise
Albert	445-72992700	Albert41-A3_boute_en_train	445-72992700_194-373	Mais en Autriche, un passager a fait parler de lui en montant dans un train régional avec... son cheval, sous les yeux des autres passagers hilares, qui ont immortalisé la scène. 	doltean_1617027919312_445-72992700	doltean	hilares	SAdj	hilares	Designee	Base	Aucun	Joie	Aucune	hilarer	hilarer
Albert	565-1459854	Albert41-A3_fatberg_au_musee	565-1459854_17-276	C’est un énorme bloc peu ragoûtant, composé de débris et de graisse : surnommé Fatberg, cet amas de déchets de 250 mètres de long et de 130 tonnes avait fait parler de lui en septembre dernier lorsqu’il a été sorti des égouts de Londres, qu’il avait bouchés. 	doltean_1617028133853_565-1459854	doltean	peu ragoûtant	SAdj	peu ragoûtant	Suggeree	Base	Aucun	Degout	Aucune	peu ragoûter	peu ragoûter
Albert	868-47445255	Albert41-A3_Indonesie	868-47445255_336-532	Dans les villages de l’île, de nombreuses habitations et des bâtiments ont été détruits, obligeant les habitants à dormir dans la rue, sous des tentes installées par des associations humanitaires.	doltean_1617028430133_868-47445255	doltean	de nombreuses habitations et des bâtiments ont été détruits	Proposition	détruits	Suggeree	Base	Aucun	Peur	Aucune	détruit	de nombreux habitation et un bâtiment avoir être détruire
Albert	324-29487051	Albert41-A3_tapage_diurne	324-29487051_14-109	Début juillet, les gendarmes de Carry-le-Rouet, près de Marseille, ont eu une drôle de visite. 	doltean_1617028960073_324-29487051	doltean	une drôle de visite	SN	drôle	Suggeree	Base	Aucun	Surprise	Aucune	drôle	un drôle de visite
Albert	324-29487051	Albert41-A3_tapage_diurne	324-29487051_109-231	Un couple de parisiens est en effet venu déposer une plainte pour des nuisances sonores occasionnées... par des cigales ! 	doltean_1620311480986_324-29487051	doltean	est venu déposer une plainte pour des nuisances sonores	Proposition	déposer une plainte; nuisances	Comportementale	Base	Aucun	Colere	Aucune	déposer un plainte ; nuisance	être venir déposer un plainte pour un nuisance sonore
Albert	2326-28467153	Albert41-A3_tour_monde_de_Magellan	2326-28467153_1051-1218	Arrivé à l’extrême sud de l’Amérique, en Patagonie, au début de l’année 1520, Magellan doit faire face à une révolte de ses marins, épuisés par le froid de la région. 	doltean_1617029460652_2326-28467153	doltean	une révolte	SN	révolte	Comportementale	Base	Aucun	Colere	Aucune	révolte	un révolte
Albert	869-70122987	Albert42-A3_Botswana	869-70122987_9-152	Ces dernières semaines, au Botswana, dans le sud de l’Afrique, près d’une centaine d’éléphants ont été retrouvés morts, victimes de braconnage.	doltean_1620312064485_869-70122987	doltean	près d’une centaine d’éléphants ont été retrouvés morts, victimes de braconnage	Proposition	morts, victimes de braconnage	Suggeree	Base	Base	Colere	Tristesse	mort , victime de braconnage	près d’ un centaine d’ éléphant avoir être retrouver mort , victime de braconnage
Albert	869-70122987	Albert42-A3_Botswana	869-70122987_278-363	Environ 90 éléphants ont été retrouvés, tués par balles, avec les défenses arrachées.	doltean_1620311979266_869-70122987	doltean	Environ 90 éléphants ont été retrouvés, tués par balles, avec les défenses arrachées	Proposition	tués; défenses arrachées	Suggeree	Base	Base	Tristesse	Colere	tuer ; défense arracher	environ 90 éléphant avoir être retrouver , tuer par balle , avec le défense arracher
Albert	878-0	Albert51-A3_Guinee_equatoriale	878-0_19-119	Pour la première fois dans l’histoire du pays, les Équatoguinéens pourront lire un quotidien papier.	doltean_1620634749675_878-0	doltean	Pour la première fois dans l’histoire du pays pourront lire un quotidien papier	Proposition	pour la première fois	Suggeree	Base	Aucun	Joie	Aucune	pour le premier fois	pour le premier fois dans l’ histoire de pays pouvoir lire un quotidien papier
Albert	878-0	Albert51-A3_Guinee_equatoriale	878-0_498-693	En août 2017, tous les exemplaires d’Ebano avaient été retirés de la vente et brûlés, car un journaliste indépendant s’y exprimait et dénonçait les piètres conditions de travail des journalistes.	doltean_1617278626213_878-0	doltean	les piètres conditions de travail des journalistes	SN	piètres conditions de travail	Suggeree	Base	Aucun	Colere	Aucune	piètre condition de travail	le piètre condition de travail de journaliste
Albert	878-0	Albert51-A3_Guinee_equatoriale	878-0_498-693	En août 2017, tous les exemplaires d’Ebano avaient été retirés de la vente et brûlés, car un journaliste indépendant s’y exprimait et dénonçait les piètres conditions de travail des journalistes.	doltean_1617278619981_878-0	doltean	dénonçait les piètres conditions de travail des journalistes	Proposition	dénonçait	Comportementale	Base	Aucun	Colere	Aucune	dénoncer	dénoncer le piètre condition de travail de journaliste
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_17-242	Tenter d’échapper à la police peut parfois avoir des conséquences malheureuses : début septembre, deux hommes ont en effet tenté d’échapper à un contrôle routier mis en place par les gendarmes, près de Compiègne dans l’Oise. 	doltean_1617030989897_537-77802219	doltean	ont tenté d’échapper à un contrôle routier	Proposition	échapper à un contrôle routier	Comportementale	Base	Aucun	Peur	Aucune	échapper à un contrôle routier	avoir tenter d’ échapper à un contrôle routier
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_242-380	Les deux hommes ont d’abord pris la fuite en voiture, avant d’abandonner leur véhicule dans un village et de terminer leur course à pied. 	doltean_1617030903245_537-77802219	doltean	abandonner leur véhicule dans un village	Proposition	abandonner leur voiture	Comportementale	Base	Aucun	Peur	Aucune	abandonner son voiture	abandonner son véhicule dans un village
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_242-380	Les deux hommes ont d’abord pris la fuite en voiture, avant d’abandonner leur véhicule dans un village et de terminer leur course à pied. 	doltean_1617030791798_537-77802219	doltean	ont pris la fuite en voiture	Proposition	pris la fuite	Comportementale	Base	Aucun	Peur	Aucune	prendre le fuite	avoir prendre le fuite en voiture
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_242-380	Les deux hommes ont d’abord pris la fuite en voiture, avant d’abandonner leur véhicule dans un village et de terminer leur course à pied. 	doltean_1617030818295_537-77802219	doltean	terminer leur course à pied	Proposition	terminer leur course à pied	Comportementale	Base	Aucun	Peur	Aucune	terminer son course à pied	terminer son course à pied
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_380-510	Pour se cacher, ils ont alors escaladé un mur et sauté par-dessus, atterrissant... directement dans l’enceinte de la gendarmerie !	doltean_1617031122116_537-77802219	doltean	ont sauté par-dessus	Proposition	sauté	Comportementale	Base	Aucun	Peur	Aucune	sauter	avoir sauter par - dessus
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_380-510	Pour se cacher, ils ont alors escaladé un mur et sauté par-dessus, atterrissant... directement dans l’enceinte de la gendarmerie !	doltean_1617031073825_537-77802219	doltean	ont escaladé un mur	Proposition	escaladé un mur	Comportementale	Base	Aucun	Peur	Aucune	escalader un mur	avoir escalader un mur
Albert	537-77802219	Albert42-A3_cache-cache_rate	537-77802219_380-510	Pour se cacher, ils ont alors escaladé un mur et sauté par-dessus, atterrissant... directement dans l’enceinte de la gendarmerie !	doltean_1617030853933_537-77802219	doltean	se cacher	Proposition	se cacher	Comportementale	Base	Aucun	Peur	Aucune	se cacher	se cacher
Albert	835-21897810	Albert42-A3_Inde	835-21897810_5-140	Le 6 septembre, la Cour Suprême indienne a pris une décision historique en ordonnant que l’homosexualité ne soit plus punie par la loi.	doltean_1620312737259_835-21897810	doltean	une décision historique	SN	décision historique	Suggeree	Base	Aucun	Joie	Aucune	décision historique	un décision historique
Albert	835-21897810	Albert42-A3_Inde	835-21897810_270-412	Même s’ils étaient rarement punis, les homosexuels revendiquaient la suppression de la loi leur interdisant d’aimer une personne du même sexe.	doltean_1617099167395_835-21897810	doltean	revendiquaient la suppression de la loi leur interdisant d’aimer une personne du même sexe	Proposition	revendiquaient	Comportementale	Base	Aucun	Colere	Aucune	revendiquer	revendiquaient le suppression de le loi son interdisant d’ aimer un personne de même sexe
Albert	835-21897810	Albert42-A3_Inde	835-21897810_270-412	Même s’ils étaient rarement punis, les homosexuels revendiquaient la suppression de la loi leur interdisant d’aimer une personne du même sexe.	doltean_1618836743584_835-21897810	doltean	la loi leur interdisant d’aimer une personne du même sexe	Proposition	interdisant	Suggeree	Base	Aucun	Colere	Aucune	interdisant	le loi son interdisant d’ aimer un personne de même sexe
Albert	835-21897810	Albert42-A3_Inde	835-21897810_413-524	Après la décision de la Cour Suprême, les télévisions du pays ont montré des militants qui pleuraient de joie. 	doltean_1621435331837_835-21897810	doltean	joie	SN	joie	Designee	Base	Aucun	Joie	Aucune	joie	joie
Albert	835-21897810	Albert42-A3_Inde	835-21897810_413-524	Après la décision de la Cour Suprême, les télévisions du pays ont montré des militants qui pleuraient de joie. 	doltean_1617099699430_835-21897810	doltean	pleuraient de joie	Proposition	pleuraient; joie	Comportementale	Base	Aucun	Joie	Aucune	pleurer ; joie	pleurer de joi
Albert	502-9559044	Albert42-A3_ours_bien_leche	502-9559044_90-273	Alors qu’un des enfants était resté dans la camionnette pendant que sa mère était rentrée dans la maison pour aller chercher des provisions, un ours s’est introduit dans le véhicule. 	doltean_1620312813570_502-9559044	doltean	un ours s’est introduit dans le véhicule	Proposition	un ours s’est introduit dans le véhicule	Suggeree	Base	Aucun	Peur	Aucune	un ours s’ être introduire dans le véhicule	un ours s’ être introduire dans le véhicule
Albert	502-9559044	Albert42-A3_ours_bien_leche	502-9559044_359-469	Lorsque la mère a actionné l’alarme de la voiture, celui-ci a alors pris la fuite, en emportant les céréales !	doltean_1617100158217_502-9559044	doltean	a actionné l’alarme de la voiture	Proposition	actionné l'alarme	Comportementale	Base	Aucun	Peur	Aucune	actionner le alarme	avoir actionner l’ alarme de le voiture
Albert	502-9559044	Albert42-A3_ours_bien_leche	502-9559044_359-469	Lorsque la mère a actionné l’alarme de la voiture, celui-ci a alors pris la fuite, en emportant les céréales !	doltean_1617100044446_502-9559044	doltean	a pris la fuite	Proposition	pris la fuite	Comportementale	Base	Aucun	Peur	Aucune	prendre le fuite	avoir prendre le fuite
Albert	2992-0	Albert43-A3_Aquarius_navire_dans_tourmente	2992-0_40-175	Depuis près de trois ans, l’Aquarius, un navire humanitaire, sillonne la mer Méditerranée pour venir en aide aux migrants en détresse. 	doltean_1617106625994_2992-0	doltean	en détresse	SPrep	détresse	Designee	Base	Aucun	Peur	Aucune	détresse	en détresse
Albert	2992-0	Albert43-A3_Aquarius_navire_dans_tourmente	2992-0_244-450	Chaque année, des centaines de milliers de migrants venus principalement du continent africain, qui fuient des guerres ou des dictatures, tentent de traverser la mer Méditerranée pour s’installer en Europe.	doltean_1617106694800_2992-0	doltean	fuient des guerres ou des dictatures	Proposition	fuient	Comportementale	Base	Aucun	Peur	Aucune	fuient	fuient un guerre ou un dictature
Albert	2992-0	Albert43-A3_Aquarius_navire_dans_tourmente	2992-0_711-833	Sa mission est de parcourir la mer pour sauver les migrants en détresse, souvent après le naufrage de leurs embarcations. 	doltean_1617106833066_2992-0	doltean	en détresse	SPrep	détresse	Designee	Base	Aucun	Peur	Aucune	détresse	en détresse
Albert	853-50684931	Albert43-A3_Canada	853-50684931_165-385	Pour les paléontologues, il s’agit d’une découverte exceptionnelle puisque les restes de ces animaux sont en excellent état de conservation : on peut encore voir leurs tissus musculaires, leur peau et même leur fourrure.	doltean_1620314011798_853-50684931	doltean	une découverte exceptionnelle	SN	exceptionnelle	Suggeree	Base	Aucun	Joie	Aucune	exceptionnelle	un découverte exceptionnel
Albert	491-53424657	Albert43-A3_goujat_professionel	491-53424657_399-469	Une dizaine de femmes ont ainsi porté plainte et l’homme a été arrêté.	doltean_1617107862488_491-53424657	doltean	ont porté plainte	Proposition	porté plainte	Comportementale	Base	Aucun	Colere	Aucune	porter plainte	avoir porter plainte
